date,sentiment,win_rate
2025-03-29,Fear,41.00
2025-03-29,Fear,31.92
2025-03-30,Fear,2.27
2025-03-30,Fear,0.00
2025-03-30,Fear,100.00
2025-03-30,Fear,16.67
2025-03-30,Fear,48.39
2025-03-30,Fear,75.00
2025-03-30,Fear,50.00
2025-03-30,Fear,0.00
2025-03-30,Fear,49.06
2025-03-31,Fear,53.55
2025-03-31,Fear,13.46
2025-03-31,Fear,31.25
2025-03-31,Fear,55.32
2025-03-31,Fear,55.00
2025-03-31,Fear,0.00
2025-03-31,Fear,98.08
2025-03-31,Fear,75.00
2025-03-31,Fear,42.86
2025-03-31,Fear,0.00
2025-03-31,Fear,0.00
2025-03-31,Fear,69.14
2025-04-01,Fear,65.85
2025-04-01,Fear,44.44
2025-04-01,Fear,31.58
2025-04-01,Fear,40.00
2025-04-01,Fear,0.00
2025-04-01,Fear,28.57
2025-04-01,Fear,92.31
2025-04-01,Fear,0.00
2025-04-01,Fear,77.14
2025-04-02,Fear,60.00
2025-04-02,Fear,33.33
2025-04-02,Fear,75.00
2025-04-02,Fear,62.50
2025-04-02,Fear,0.00
2025-04-02,Fear,26.47
2025-04-02,Fear,81.82
2025-04-02,Fear,100.00
2025-04-02,Fear,100.00
2025-04-02,Fear,93.94
2025-04-02,Fear,64.41
2025-04-03,Fear,0.00
2025-04-03,Fear,11.76
2025-04-03,Fear,73.08
2025-04-03,Fear,0.00
2025-04-03,Fear,14.29
2025-04-03,Fear,0.00
2025-04-03,Fear,0.00
2025-04-03,Fear,0.00
2025-04-03,Fear,25.00
2025-04-03,Fear,0.00
2025-04-03,Fear,0.00
2025-04-03,Fear,12.50
2025-04-03,Fear,0.00
2025-04-03,Fear,29.17
2025-04-03,Fear,50.80
2025-04-03,Fear,0.00
2025-04-03,Fear,0.00
2025-04-04,Fear,56.00
2025-04-04,Fear,100.00
2025-04-04,Fear,0.00
2025-04-04,Fear,0.00
2025-04-04,Fear,0.00
2025-04-04,Fear,61.90
2025-04-04,Fear,15.00
2025-04-04,Fear,10.29
2025-04-04,Fear,31.48
2025-04-04,Fear,65.66
2025-04-04,Fear,0.00
