date,sentiment,daily_pnl
2025-03-12,Fear,4544.583998456597
2025-03-12,Fear,289639.08853482455
2025-03-12,Fear,-15387.621003329754
2025-03-12,Fear,8096.937708466197
2025-03-14,Fear,0
2025-03-14,Fear,16017.255764007568
2025-03-14,Fear,11039.38442993164
2025-03-14,Fear,584.0517578125
2025-03-14,Fear,364.03788566589355
2025-03-14,Fear,0
2025-03-14,Fear,22911.09385472536
2025-03-14,Fear,1188.7418709732592
2025-03-14,Fear,16591.266819172364
2025-03-14,Fear,-49.67227767407894
2025-03-16,Fear,106.91288689798967
2025-03-16,Fear,-6.342484802007675
2025-03-16,Fear,144.9930877685547
2025-03-16,Fear,941.3250732421875
2025-03-16,Fear,8368.226177215576
2025-03-16,Fear,-1017.4241928011179
2025-03-16,Fear,-16453.70309788175
2025-03-16,Fear,5.068946570158005
2025-03-17,Fear,0
2025-03-17,Fear,17926.355860829353
2025-03-17,Fear,-31.277088165283203
2025-03-17,Fear,2220.589505329728
2025-03-17,Fear,0
2025-03-17,Fear,5845.632648438215
2025-03-17,Fear,0
2025-03-17,Fear,-1646.3528950810432
2025-03-17,Fear,646.3464964032173
2025-03-17,Fear,812.5256500160322
2025-03-17,Fear,390.0864168033004
2025-03-18,Fear,40.916499614715576
2025-03-18,Fear,238.3142009563744
2025-03-18,Fear,63015.977069854736
2025-03-18,Fear,362.47772216796875
2025-03-18,Fear,5429.874389305711
2025-03-18,Fear,82.26953125
2025-03-18,Fear,0
2025-03-18,Fear,185.30718743801117
2025-03-18,Fear,0
2025-03-18,Fear,0
2025-03-18,Fear,1157.2134323120117
2025-03-18,Fear,-120.43199920654297
2025-03-18,Fear,1930.871522784233
2025-03-19,Fear,54.97179975733161
2025-03-19,Fear,909.9073638916016
2025-03-19,Fear,0
2025-03-19,Fear,-2.8135686814785004
2025-03-19,Fear,1438.7176386751235
2025-03-19,Fear,13272.411275146063
2025-03-19,Fear,106.88619032502174
2025-03-19,Fear,3036.688900947571
2025-03-19,Fear,0
2025-03-19,Fear,5304.480072364211
2025-03-19,Fear,0
2025-03-19,Fear,5253.432777652517
2025-03-21,Fear,0.5843999981880188
2025-03-21,Fear,1215.7744137048721
2025-03-21,Fear,0
2025-03-21,Fear,39.12470054626465
2025-03-21,Fear,0
2025-03-21,Fear,0
2025-03-21,Fear,0
2025-03-21,Fear,829.6301300525665
2025-03-21,Fear,4866.156693849713
2025-03-22,Fear,132.08793331682682
2025-03-22,Fear,-1184.0461597442627
2025-03-22,Fear,4350.379301726818
2025-03-22,Fear,58.00763561553322
2025-03-22,Fear,4462.921845912933
2025-03-22,Fear,3082.76167678833
2025-03-22,Fear,-41.4091796875
2025-03-22,Fear,1637.8322834670544
2025-03-23,Fear,79.086899779737
2025-03-23,Fear,514.5145621299744
2025-03-23,Fear,4988.7494546175
2025-03-23,Fear,0
2025-03-23,Fear,2897.1489634513855
2025-03-23,Fear,134.82844143360853
2025-03-23,Fear,3464.7772216796875
2025-03-23,Fear,178.2477707862854
2025-03-23,Fear,907.219395622611
2025-03-23,Fear,882.8489829301834
2025-03-27,Fear,-133.0359764099121
2025-03-27,Fear,6504.316746175289
2025-03-27,Fear,4329.319746285677
2025-03-27,Fear,0
2025-03-27,Fear,154.25709322094917
2025-03-27,Fear,26714.79736804962
2025-03-27,Fear,195.60776899755
2025-03-27,Fear,893.9999902844429
2025-03-27,Fear,18422.612929940224
2025-03-27,Fear,0
2025-03-27,Fear,1743.4832119853236
2025-03-28,Fear,0
2025-03-28,Fear,-21.766131162643433
2025-03-28,Fear,0
2025-03-28,Fear,1470.407804146409
2025-03-28,Fear,0
2025-03-28,Fear,1130.350393295288
2025-03-28,Fear,13956.614910125732
2025-03-28,Fear,1617.7703839540482
2025-03-28,Fear,1342.0000076293945
2025-03-28,Fear,0
2025-03-28,Fear,1841.8021178245544
2025-03-29,Fear,-5018.466428041458
2025-03-29,Fear,28.499012649059296
2025-03-29,Fear,314.67280250787735
2025-03-29,Fear,0
2025-03-29,Fear,0
2025-03-29,Fear,133.12394759058952
2025-03-29,Fear,19573.830200195312
2025-03-29,Fear,7.574160158634186
2025-03-29,Fear,720.7496979496209
2025-03-29,Fear,-3661.1104258503765
2025-03-30,Fear,-743.2887424528599
2025-03-30,Fear,0
2025-03-30,Fear,5362.529338359833
2025-03-30,Fear,3.4925339221954346
2025-03-30,Fear,9683.820076942444
2025-03-30,Fear,267.1340389251709
2025-03-30,Fear,685.2771333362907
2025-03-30,Fear,0
2025-03-30,Fear,536.1507682800293
2025-03-31,Fear,716.1439442634583
2025-03-31,Fear,3.5652167201042175
2025-03-31,Fear,798.1875534057617
2025-03-31,Fear,4750.8109698444605
2025-03-31,Fear,2112.5275846272707
2025-03-31,Fear,0
2025-03-31,Fear,1239.240431934595
2025-03-31,Fear,5544.028594970703
2025-03-31,Fear,92.90272521972656
2025-03-31,Fear,0
2025-03-31,Fear,-8320.500198364258
2025-03-31,Fear,41.27746170759201
2025-04-01,Fear,768.3518844526261
2025-04-01,Fear,1334.4148559570312
2025-04-01,Fear,-680.2874575257301
2025-04-01,Fear,1402.0825078487396
2025-04-01,Fear,0
2025-04-01,Fear,132.71954345703125
2025-04-01,Fear,4004.5028182268143
2025-04-01,Fear,-9311.892097473145
2025-04-01,Fear,147.44578897953033
2025-04-02,Fear,669.381365686655
2025-04-02,Fear,1.1031580045819283
2025-04-02,Fear,93.00646686553955
2025-04-02,Fear,444.2051873728633
2025-04-02,Fear,0
2025-04-02,Fear,234.49775236845016
2025-04-02,Fear,90.98474125564098
2025-04-02,Fear,8045.056869506836
2025-04-02,Fear,188114.9809308052
2025-04-02,Fear,2676.6849140524864
2025-04-02,Fear,1842.839932992356
2025-04-03,Fear,0
2025-04-03,Fear,149.5123454257846
2025-04-03,Fear,160.1278142631054
2025-04-03,Fear,0
2025-04-03,Fear,7.0520339012146
2025-04-03,Fear,0
2025-04-03,Fear,0
2025-04-03,Fear,0
2025-04-03,Fear,298.0313615947962
2025-04-03,Fear,0
2025-04-03,Fear,0
2025-04-03,Fear,2020
2025-04-03,Fear,0
2025-04-03,Fear,361.07147002220154
2025-04-03,Fear,3869.2088134108126
2025-04-03,Fear,-5862.088885784149
2025-04-03,Fear,-3368.876286855899
2025-04-04,Fear,498.7352828970179
2025-04-04,Fear,266.3977401778102
2025-04-04,Fear,0
2025-04-04,Fear,0
2025-04-04,Fear,0
2025-04-04,Fear,4591.427099868655
2025-04-04,Fear,392.3548889160156
2025-04-04,Fear,4805.345680236816
2025-04-04,Fear,586.6233665943146
2025-04-04,Fear,2242.0866582393646
2025-04-04,Fear,0
